                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.3708,                 1.2753,                 1.7802,                0.75464,                0.70546,                0.74575,                 0.5139,                 1.1436,                 1.0733,                   1.65,               8.92e-05,               8.92e-05,               8.92e-05
                    141,                 1.2416,                 1.5407,                 1.7256,                0.76907,                0.67399,                0.74017,                 0.5091,                 1.1591,                 1.0857,                 1.6557,               8.26e-05,               8.26e-05,               8.26e-05
                    142,                 1.2301,                 1.3434,                 1.6899,                0.76301,                0.66417,                0.74034,                0.50521,                 1.1792,                 1.1081,                 1.6591,                7.6e-05,                7.6e-05,                7.6e-05
                    143,                 1.2675,                 1.3124,                 1.7707,                0.74462,                0.64085,                0.73748,                0.50478,                 1.1863,                 1.1363,                 1.6558,               6.94e-05,               6.94e-05,               6.94e-05
                    144,                 1.2809,                 1.3426,                  1.796,                0.75899,                0.64418,                0.74732,                 0.5087,                  1.172,                 1.1352,                 1.6455,               6.28e-05,               6.28e-05,               6.28e-05
                    145,                 1.2737,                  1.318,                 1.7526,                0.72441,                0.67407,                0.75261,                0.51379,                 1.1511,                 1.1191,                 1.6353,               5.62e-05,               5.62e-05,               5.62e-05
                    146,                 1.2233,                 1.2833,                 1.7212,                0.80394,                0.66025,                0.75568,                0.51574,                 1.1238,                 1.0969,                 1.6206,               4.96e-05,               4.96e-05,               4.96e-05
                    147,                 1.2919,                  1.266,                 1.7254,                0.82455,                0.66542,                0.75744,                 0.5199,                 1.1092,                 1.0749,                 1.6129,                4.3e-05,                4.3e-05,                4.3e-05
                    148,                 1.2243,                 1.1904,                 1.7351,                0.76792,                0.68383,                0.76208,                0.52602,                 1.0998,                   1.06,                 1.6077,               3.64e-05,               3.64e-05,               3.64e-05
                    149,                  1.166,                 1.2008,                  1.698,                0.79628,                0.66166,                0.76178,                0.52627,                 1.0948,                 1.0528,                 1.6032,               2.98e-05,               2.98e-05,               2.98e-05
                    150,                 1.1466,                 1.1626,                 1.6337,                0.88014,                0.65712,                0.76942,                0.52829,                 1.0916,                 1.0543,                 1.6001,               2.32e-05,               2.32e-05,               2.32e-05
