                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.0446,                0.66991,                 1.1769,                0.88327,                0.84821,                0.92329,                0.62397,                0.94896,                0.52719,                 1.1436,             0.00058305,             0.00058305,             0.00058305
                    147,                 1.0539,                0.67022,                  1.192,                0.84794,                0.88008,                0.91601,                0.64357,                 0.9057,                0.53321,                 1.1265,             0.00057939,             0.00057939,             0.00057939
                    148,                 1.0487,                0.69058,                 1.1943,                0.81627,                0.88897,                0.91545,                0.63996,                 0.9001,                0.51297,                 1.1182,             0.00057572,             0.00057572,             0.00057572
                    149,                 1.0283,                0.64535,                 1.1679,                0.83212,                0.88762,                0.92047,                0.64356,                0.89637,                0.53877,                 1.1151,             0.00057205,             0.00057205,             0.00057205
                    150,                 1.0053,                0.63243,                 1.1607,                0.84252,                0.89635,                0.91283,                0.63636,                0.92645,                0.51642,                 1.1397,             0.00056839,             0.00056839,             0.00056839
                    151,                 1.0279,                0.66278,                 1.1738,                0.82328,                0.84386,                0.88649,                0.63198,                0.88335,                0.56371,                 1.1108,             0.00056472,             0.00056472,             0.00056472
                    152,                  1.022,                  0.668,                 1.1659,                0.80632,                0.86496,                0.87945,                0.62269,                0.92256,                0.52091,                 1.1398,             0.00056105,             0.00056105,             0.00056105
                    153,                  1.031,                0.67172,                 1.1808,                0.80264,                0.84733,                0.87782,                0.62145,                0.92142,                0.51938,                 1.1271,             0.00055739,             0.00055739,             0.00055739
                    154,                 1.0437,                0.67166,                 1.1978,                0.77608,                0.91612,                0.89322,                0.62971,                0.90482,                 0.5451,                 1.1174,             0.00055372,             0.00055372,             0.00055372
                    155,                 1.0289,                0.65059,                 1.1761,                0.84645,                0.89028,                0.91338,                0.66036,                0.89173,                0.49516,                 1.1193,             0.00055006,             0.00055006,             0.00055006
                    156,                0.99689,                0.61127,                 1.1496,                0.86927,                0.88161,                0.91732,                0.66028,                0.87391,                0.50144,                 1.1009,             0.00054639,             0.00054639,             0.00054639
                    157,                 1.0081,                0.63614,                 1.1433,                0.84032,                0.89545,                0.92638,                0.66601,                 0.8784,                0.51424,                 1.1077,             0.00054272,             0.00054272,             0.00054272
                    158,                 1.0012,                0.62495,                  1.153,                0.83163,                0.90568,                0.91148,                0.64786,                 0.8763,                 0.4961,                 1.1038,             0.00053906,             0.00053906,             0.00053906
                    159,                 1.0216,                0.64634,                 1.1753,                0.83339,                0.84457,                0.89384,                0.63725,                 0.9039,                0.51576,                 1.1177,             0.00053539,             0.00053539,             0.00053539
                    160,                0.98451,                0.60277,                 1.1528,                0.83657,                0.87682,                0.90726,                0.64025,                0.91889,                 0.5109,                 1.1267,             0.00053172,             0.00053172,             0.00053172
                    161,                 1.0055,                0.61889,                 1.1556,                0.86668,                0.87869,                0.92955,                0.66788,                0.87869,                0.49187,                 1.1052,             0.00052806,             0.00052806,             0.00052806
                    162,                 1.0057,                0.63057,                 1.1473,                0.85938,                0.83685,                0.91084,                0.66096,                0.87489,                0.51368,                 1.1018,             0.00052439,             0.00052439,             0.00052439
                    163,                 1.0063,                0.64594,                 1.1542,                0.84253,                0.89713,                0.92181,                0.65376,                0.89504,                0.50555,                 1.1232,             0.00052073,             0.00052073,             0.00052073
                    164,                 1.0084,                0.63928,                 1.1665,                0.83064,                0.90552,                0.92048,                0.65626,                 0.8661,                0.50052,                 1.0988,             0.00051706,             0.00051706,             0.00051706
                    165,                0.99441,                 0.6312,                 1.1471,                0.87848,                0.88797,                 0.9252,                0.66238,                0.87082,                0.50368,                 1.0985,             0.00051339,             0.00051339,             0.00051339
                    166,                 1.0016,                0.62875,                 1.1522,                0.87974,                0.87141,                0.92536,                0.66834,                0.87223,                0.48381,                 1.1021,             0.00050973,             0.00050973,             0.00050973
                    167,                0.99502,                 0.6269,                 1.1541,                0.88687,                0.87879,                0.92859,                0.67147,                0.87493,                0.48645,                 1.0998,             0.00050606,             0.00050606,             0.00050606
                    168,                0.97052,                0.59967,                 1.1309,                0.87193,                0.87215,                0.92632,                0.67304,                0.86953,                0.49306,                 1.0986,             0.00050239,             0.00050239,             0.00050239
                    169,                0.98964,                0.62747,                 1.1526,                0.85724,                0.92439,                0.93682,                0.67711,                0.85717,                0.48462,                 1.0938,             0.00049873,             0.00049873,             0.00049873
                    170,                 0.9939,                0.62668,                 1.1564,                 0.8254,                0.94397,                0.93379,                0.67274,                0.86182,                0.49649,                 1.0939,             0.00049506,             0.00049506,             0.00049506
                    171,                0.99892,                0.61598,                 1.1532,                0.86507,                0.93714,                0.93598,                0.67256,                0.85834,                0.48719,                 1.0906,              0.0004914,              0.0004914,              0.0004914
                    172,                0.99404,                0.60287,                 1.1618,                0.85046,                0.92114,                0.93574,                0.68584,                0.84542,                0.46591,                 1.0864,             0.00048773,             0.00048773,             0.00048773
                    173,                0.99323,                0.60481,                 1.1525,                0.84362,                0.89174,                0.91653,                0.66081,                0.84746,                0.49895,                 1.0873,             0.00048406,             0.00048406,             0.00048406
                    174,                0.96916,                0.58292,                 1.1171,                 0.8545,                0.89532,                0.92289,                0.67116,                0.85101,                0.48595,                 1.0891,              0.0004804,              0.0004804,              0.0004804
                    175,                0.97573,                0.61239,                 1.1264,                  0.798,                0.89465,                0.91779,                0.65636,                 0.8833,                 0.5084,                 1.1068,             0.00047673,             0.00047673,             0.00047673
                    176,                 0.9622,                0.60958,                 1.1252,                0.82503,                0.79029,                0.87335,                  0.634,                0.88254,                0.52543,                  1.104,             0.00047306,             0.00047306,             0.00047306
                    177,                0.99234,                0.62471,                 1.1561,                0.83983,                0.91859,                0.92284,                0.66987,                0.86006,                0.50002,                 1.0898,              0.0004694,              0.0004694,              0.0004694
                    178,                0.99513,                  0.639,                 1.1775,                0.83345,                0.88426,                0.92127,                0.67539,                 0.8641,                0.49057,                 1.0959,             0.00046573,             0.00046573,             0.00046573
                    179,                0.98149,                0.61058,                 1.1307,                0.85865,                0.93045,                0.93692,                0.67642,                0.84504,                0.48641,                 1.0801,             0.00046206,             0.00046206,             0.00046206
                    180,                0.97475,                0.60373,                 1.1397,                0.86155,                0.89473,                0.93014,                0.66805,                0.86016,                0.48139,                 1.0902,              0.0004584,              0.0004584,              0.0004584
                    181,                 0.9707,                0.61497,                 1.1528,                0.89323,                0.86419,                 0.9289,                 0.6868,                0.84467,                0.46907,                 1.0849,             0.00045473,             0.00045473,             0.00045473
                    182,                0.97519,                0.60998,                 1.1448,                0.87176,                0.90814,                 0.9413,                0.68447,                 0.8455,                0.48567,                 1.0858,             0.00045107,             0.00045107,             0.00045107
                    183,                 0.9754,                0.60694,                  1.154,                0.85311,                0.92458,                 0.9409,                0.68608,                0.83585,                0.47613,                 1.0787,              0.0004474,              0.0004474,              0.0004474
                    184,                0.99071,                0.61843,                 1.1421,                0.86508,                0.93079,                0.94673,                0.68114,                0.84959,                0.47343,                 1.0848,             0.00044373,             0.00044373,             0.00044373
                    185,                0.97277,                0.60251,                 1.1233,                0.83376,                 0.9159,                0.93792,                 0.6817,                0.85532,                0.47375,                 1.0888,             0.00044007,             0.00044007,             0.00044007
                    186,                0.97113,                0.58821,                 1.1373,                0.87029,                0.89791,                0.93893,                 0.6973,                0.83451,                0.46329,                 1.0789,              0.0004364,              0.0004364,              0.0004364
                    187,                0.97601,                  0.597,                   1.13,                0.89672,                0.90073,                0.94922,                0.69992,                0.83669,                0.46927,                 1.0766,             0.00043273,             0.00043273,             0.00043273
                    188,                0.97421,                0.60568,                 1.1501,                0.89508,                0.94666,                0.95778,                0.69993,                0.83068,                0.45724,                 1.0744,             0.00042907,             0.00042907,             0.00042907
                    189,                0.97563,                0.60373,                 1.1413,                0.88726,                0.91926,                0.94021,                0.68632,                0.82805,                0.46859,                 1.0739,              0.0004254,              0.0004254,              0.0004254
                    190,                0.97626,                0.59547,                 1.1475,                0.86805,                0.90348,                0.93506,                0.67999,                0.83229,                0.46813,                 1.0746,             0.00042174,             0.00042174,             0.00042174
                    191,                 0.9514,                0.58177,                   1.12,                0.90307,                0.90375,                0.94868,                0.69493,                0.83517,                 0.4576,                 1.0765,             0.00041807,             0.00041807,             0.00041807
                    192,                0.97469,                0.61848,                  1.167,                0.86791,                0.89081,                 0.9368,                0.68629,                0.82835,                0.46813,                 1.0708,              0.0004144,              0.0004144,              0.0004144
                    193,                0.95151,                0.57877,                 1.1263,                0.87977,                 0.8729,                 0.9228,                0.67136,                0.85047,                0.47978,                 1.0856,             0.00041074,             0.00041074,             0.00041074
                    194,                0.98463,                0.60087,                 1.1503,                 0.8723,                 0.9105,                0.94211,                0.69077,                0.84648,                0.45796,                 1.0811,             0.00040707,             0.00040707,             0.00040707
                    195,                0.96112,                0.59285,                 1.1262,                0.88607,                0.87801,                0.94137,                0.69248,                0.83049,                0.45426,                 1.0749,              0.0004034,              0.0004034,              0.0004034
                    196,                0.95485,                0.57454,                 1.1183,                0.87837,                0.92458,                0.95117,                0.69321,                0.83656,                0.45583,                 1.0698,             0.00039974,             0.00039974,             0.00039974
                    197,                0.94467,                0.58085,                 1.1196,                0.84115,                0.89459,                0.93578,                0.68643,                0.83067,                0.45519,                 1.0686,             0.00039607,             0.00039607,             0.00039607
                    198,                 0.9505,                0.61669,                 1.1274,                0.91057,                0.92278,                0.95629,                0.71065,                0.81277,                0.44063,                 1.0637,             0.00039241,             0.00039241,             0.00039241
                    199,                0.94699,                0.58865,                 1.1179,                0.88744,                0.92133,                0.94541,                0.68917,                0.83492,                0.47725,                 1.0724,             0.00038874,             0.00038874,             0.00038874
                    200,                0.94291,                0.58817,                 1.1332,                0.85902,                0.90159,                0.93469,                 0.6978,                0.82303,                0.45701,                 1.0663,             0.00038507,             0.00038507,             0.00038507
                    201,                  0.967,                0.58617,                 1.1114,                0.89715,                0.90758,                0.95325,                 0.7053,                0.82671,                0.44647,                 1.0665,             0.00038141,             0.00038141,             0.00038141
                    202,                0.93543,                0.57006,                 1.1223,                0.90354,                 0.9051,                0.95229,                0.71259,                0.82264,                0.45269,                 1.0738,             0.00037774,             0.00037774,             0.00037774
                    203,                0.95005,                0.57714,                 1.1287,                0.88721,                0.90554,                0.94144,                0.69852,                0.82633,                0.46141,                 1.0679,             0.00037407,             0.00037407,             0.00037407
                    204,                0.93436,                0.57585,                 1.1363,                0.85175,                0.91471,                0.93405,                0.69827,                0.81792,                0.46135,                 1.0636,             0.00037041,             0.00037041,             0.00037041
                    205,                0.94999,                0.56773,                 1.1327,                0.89331,                0.92712,                0.95279,                0.70791,                0.83609,                 0.4512,                 1.0731,             0.00036674,             0.00036674,             0.00036674
                    206,                0.93077,                0.57486,                 1.1169,                0.88361,                0.93681,                0.95052,                0.70534,                0.82337,                0.44791,                 1.0654,             0.00036307,             0.00036307,             0.00036307
                    207,                0.93984,                0.56507,                 1.1129,                 0.8787,                0.91574,                0.94592,                0.70275,                0.82097,                0.44704,                 1.0626,             0.00035941,             0.00035941,             0.00035941
                    208,                0.92855,                0.56346,                 1.1154,                0.90157,                0.93591,                 0.9554,                0.71201,                0.82014,                0.43997,                 1.0635,             0.00035574,             0.00035574,             0.00035574
                    209,                0.92637,                0.56752,                  1.093,                0.89048,                0.93388,                0.95512,                0.70747,                0.82419,                0.44856,                 1.0654,             0.00035208,             0.00035208,             0.00035208
                    210,                0.93828,                0.56542,                 1.1236,                0.88025,                0.94071,                0.95814,                0.71655,                0.82249,                 0.4398,                 1.0628,             0.00034841,             0.00034841,             0.00034841
                    211,                0.94826,                0.56626,                 1.1084,                0.89536,                0.89543,                0.95375,                0.71059,                0.83655,                0.45238,                 1.0752,             0.00034474,             0.00034474,             0.00034474
                    212,                0.96833,                 0.5805,                 1.1333,                0.87307,                0.95062,                 0.9517,                0.70251,                0.83741,                0.46323,                 1.0716,             0.00034108,             0.00034108,             0.00034108
                    213,                0.91512,                0.54598,                  1.107,                0.90476,                  0.911,                0.95203,                0.70934,                0.81354,                0.44116,                 1.0598,             0.00033741,             0.00033741,             0.00033741
                    214,                0.94846,                0.57267,                  1.114,                0.86981,                0.90376,                0.94134,                 0.6972,                0.82855,                0.44693,                 1.0713,             0.00033374,             0.00033374,             0.00033374
                    215,                0.92123,                0.59007,                 1.1023,                0.88878,                0.92982,                0.94908,                0.71005,                0.81636,                0.44652,                 1.0667,             0.00033008,             0.00033008,             0.00033008
                    216,                0.93138,                0.55656,                 1.1133,                 0.8723,                0.95005,                0.94931,                0.70496,                0.82266,                0.44064,                 1.0641,             0.00032641,             0.00032641,             0.00032641
                    217,                0.92245,                0.55393,                 1.0966,                0.89496,                0.95114,                0.96075,                0.71842,                0.80327,                0.43036,                 1.0564,             0.00032275,             0.00032275,             0.00032275
                    218,                0.92785,                0.53572,                 1.1197,                0.88175,                0.95078,                0.96226,                0.72393,                0.79756,                0.43364,                 1.0528,             0.00031908,             0.00031908,             0.00031908
                    219,                0.92831,                0.56551,                 1.0954,                0.92803,                0.92739,                0.96901,                0.72708,                0.79934,                0.42492,                  1.051,             0.00031541,             0.00031541,             0.00031541
                    220,                0.95121,                 0.5878,                 1.1203,                0.90401,                0.93161,                0.95858,                0.72262,                 0.7948,                0.43546,                 1.0485,             0.00031175,             0.00031175,             0.00031175
                    221,                0.91567,                0.55645,                 1.1048,                0.87717,                0.94722,                0.95745,                0.71795,                0.82857,                0.43783,                 1.0632,             0.00030808,             0.00030808,             0.00030808
                    222,                0.92965,                0.57957,                 1.1132,                0.90864,                0.91984,                0.95561,                0.71721,                0.82456,                0.44208,                 1.0661,             0.00030441,             0.00030441,             0.00030441
                    223,                0.92451,                0.55199,                 1.1083,                0.88078,                0.94534,                0.95838,                0.71752,                0.81659,                0.43798,                 1.0618,             0.00030075,             0.00030075,             0.00030075
                    224,                 0.9266,                0.56155,                 1.1012,                0.89864,                0.94711,                0.95963,                0.71827,                0.80198,                0.43848,                 1.0536,             0.00029708,             0.00029708,             0.00029708
                    225,                0.91396,                0.55385,                 1.0814,                0.88837,                0.95411,                0.96428,                0.72499,                0.79603,                0.42303,                 1.0474,             0.00029342,             0.00029342,             0.00029342
                    226,                0.93486,                0.56018,                 1.1039,                0.90642,                0.93242,                0.96095,                0.72929,                0.79516,                0.42692,                 1.0476,             0.00028975,             0.00028975,             0.00028975
                    227,                0.90168,                0.53969,                 1.0967,                0.90649,                0.94587,                0.96357,                0.72539,                 0.7968,                0.42526,                 1.0472,             0.00028608,             0.00028608,             0.00028608
                    228,                0.91229,                0.55854,                 1.1023,                0.89568,                0.93008,                0.95976,                0.72479,                0.80012,                0.43125,                 1.0493,             0.00028242,             0.00028242,             0.00028242
                    229,                0.91946,                 0.5546,                 1.0895,                0.86508,                0.94045,                0.95096,                0.71377,                0.78927,                0.45268,                 1.0427,             0.00027875,             0.00027875,             0.00027875
                    230,                 0.9142,                 0.5537,                 1.1015,                0.88665,                0.89742,                0.94378,                0.70374,                0.80406,                0.44197,                 1.0555,             0.00027508,             0.00027508,             0.00027508
                    231,                0.90499,                0.53819,                 1.0894,                0.88295,                0.95625,                0.95436,                0.72179,                0.79544,                0.43874,                 1.0471,             0.00027142,             0.00027142,             0.00027142
                    232,                0.90869,                0.55415,                 1.1043,                0.88673,                0.87611,                0.94183,                0.70959,                 0.7908,                0.43022,                 1.0473,             0.00026775,             0.00026775,             0.00026775
                    233,                0.91867,                0.55662,                 1.1121,                0.89513,                 0.9664,                0.96559,                 0.7273,                0.78503,                0.42087,                 1.0438,             0.00026408,             0.00026408,             0.00026408
                    234,                0.93075,                0.55421,                 1.1321,                0.90646,                0.94528,                0.96406,                0.72498,                 0.7896,                0.42344,                 1.0436,             0.00026042,             0.00026042,             0.00026042
                    235,                0.92769,                0.56322,                 1.1173,                0.91452,                 0.9447,                0.96854,                0.73083,                0.78999,                0.42798,                 1.0463,             0.00025675,             0.00025675,             0.00025675
                    236,                0.91077,                0.55033,                 1.0999,                0.89963,                0.94235,                0.96379,                0.72923,                 0.7847,                0.42247,                 1.0409,             0.00025309,             0.00025309,             0.00025309
                    237,                0.86646,                0.51752,                 1.0826,                 0.8769,                0.93649,                 0.9519,                0.72388,                0.77712,                0.42409,                   1.04,             0.00024942,             0.00024942,             0.00024942
                    238,                0.92213,                0.55074,                  1.116,                0.92203,                0.95783,                0.96645,                0.73015,                0.77849,                 0.4212,                 1.0382,             0.00024575,             0.00024575,             0.00024575
                    239,                0.89888,                0.53051,                 1.0783,                 0.9079,                0.95313,                0.96471,                0.73448,                0.78164,                0.42776,                 1.0402,             0.00024209,             0.00024209,             0.00024209
                    240,                0.89895,                0.54854,                 1.0953,                0.92493,                0.96399,                0.96462,                 0.7371,                0.77745,                0.41116,                 1.0378,             0.00023842,             0.00023842,             0.00023842
                    241,                0.90557,                0.54438,                 1.1046,                0.91319,                0.94848,                0.96473,                0.73605,                0.78113,                0.41461,                 1.0405,             0.00023475,             0.00023475,             0.00023475
                    242,                0.90068,                0.55146,                  1.098,                0.92038,                0.93364,                0.96497,                0.72929,                 0.7773,                0.41268,                 1.0384,             0.00023109,             0.00023109,             0.00023109
                    243,                0.91147,                0.54244,                 1.0912,                0.92705,                0.94394,                0.96761,                 0.7271,                 0.7798,                0.41844,                 1.0373,             0.00022742,             0.00022742,             0.00022742
                    244,                0.89812,                0.54896,                 1.0868,                0.92207,                0.94422,                0.97008,                0.73299,                0.78214,                0.41724,                 1.0385,             0.00022376,             0.00022376,             0.00022376
                    245,                0.91902,                0.55944,                 1.1226,                0.91006,                0.94482,                 0.9672,                0.72732,                0.78499,                0.41258,                  1.041,             0.00022009,             0.00022009,             0.00022009
                    246,                0.88753,                0.54233,                 1.0851,                0.92136,                0.94588,                0.97049,                0.73843,                0.77807,                0.40934,                 1.0368,             0.00021642,             0.00021642,             0.00021642
                    247,                0.89466,                0.53473,                 1.0865,                0.92721,                0.93659,                0.97268,                0.74019,                0.78908,                0.41183,                 1.0418,             0.00021276,             0.00021276,             0.00021276
                    248,                0.89367,                 0.5375,                 1.0974,                0.92352,                0.95829,                0.97161,                0.74225,                0.78028,                0.41263,                 1.0392,             0.00020909,             0.00020909,             0.00020909
                    249,                 0.9056,                0.52812,                 1.0799,                0.92865,                0.94113,                0.96905,                0.73932,                0.77072,                0.41333,                 1.0343,             0.00020542,             0.00020542,             0.00020542
                    250,                0.91638,                0.56202,                 1.1137,                0.89558,                 0.9463,                 0.9666,                0.73882,                0.76727,                0.41184,                 1.0314,             0.00020176,             0.00020176,             0.00020176
                    251,                0.88644,                 0.5416,                  1.075,                0.92166,                0.95271,                0.96794,                0.73852,                0.77552,                0.40874,                 1.0349,             0.00019809,             0.00019809,             0.00019809
                    252,                0.91301,                0.53423,                 1.0949,                0.94025,                 0.9405,                0.97166,                 0.7369,                0.77427,                0.40885,                 1.0338,             0.00019442,             0.00019442,             0.00019442
                    253,                0.89364,                0.52764,                 1.0809,                0.94058,                0.94554,                0.97197,                 0.7406,                 0.7683,                0.40817,                 1.0306,             0.00019076,             0.00019076,             0.00019076
                    254,                0.91235,                0.54056,                 1.0827,                0.93016,                0.93091,                0.96605,                0.73828,                0.77194,                0.41347,                 1.0343,             0.00018709,             0.00018709,             0.00018709
                    255,                 0.9022,                0.55016,                 1.1052,                0.94094,                0.92492,                0.97006,                0.74239,                0.76857,                0.40657,                 1.0313,             0.00018343,             0.00018343,             0.00018343
                    256,                0.87856,                0.52833,                 1.0849,                0.93135,                0.93461,                0.96884,                0.74089,                0.76584,                0.40391,                 1.0304,             0.00017976,             0.00017976,             0.00017976
                    257,                0.90459,                0.53866,                 1.0849,                0.93747,                0.95407,                0.97232,                0.74093,                0.76454,                0.40485,                 1.0286,             0.00017609,             0.00017609,             0.00017609
                    258,                0.87942,                0.51644,                 1.0762,                0.92878,                0.94924,                0.97248,                0.73527,                0.76539,                0.40441,                 1.0285,             0.00017243,             0.00017243,             0.00017243
                    259,                0.89306,                 0.5369,                  1.088,                0.93116,                0.95854,                0.97202,                0.74525,                0.75599,                 0.4029,                 1.0242,             0.00016876,             0.00016876,             0.00016876
                    260,                0.87792,                 0.5176,                 1.0919,                0.94656,                0.92546,                0.97036,                0.74457,                0.76361,                0.40388,                 1.0289,             0.00016509,             0.00016509,             0.00016509
                    261,                 0.8956,                0.54403,                 1.0866,                0.92589,                0.94396,                0.97147,                0.74676,                0.75776,                0.40169,                 1.0247,             0.00016143,             0.00016143,             0.00016143
                    262,                0.86233,                0.50816,                 1.0782,                0.93187,                0.92963,                0.96714,                0.74169,                0.75909,                0.40472,                 1.0259,             0.00015776,             0.00015776,             0.00015776
                    263,                 0.8904,                0.52776,                 1.1014,                0.92983,                0.94324,                 0.9702,                0.73933,                 0.7571,                0.40434,                 1.0263,              0.0001541,              0.0001541,              0.0001541
                    264,                0.87818,                0.52011,                 1.0744,                0.93775,                0.95229,                0.97443,                0.74761,                0.75354,                0.40478,                 1.0226,             0.00015043,             0.00015043,             0.00015043
                    265,                0.86064,                 0.5246,                  1.087,                0.94642,                 0.9458,                0.97593,                0.74744,                0.75678,                0.40173,                 1.0221,             0.00014676,             0.00014676,             0.00014676
                    266,                0.87208,                0.50773,                 1.0693,                0.92619,                0.95259,                0.97474,                0.74357,                0.75829,                0.40365,                 1.0244,              0.0001431,              0.0001431,              0.0001431
                    267,                0.87669,                0.53127,                 1.0852,                0.93457,                0.95733,                0.97496,                0.74701,                0.74914,                0.40069,                 1.0204,             0.00013943,             0.00013943,             0.00013943
                    268,                0.87646,                0.52295,                  1.071,                0.93944,                0.94586,                0.97385,                0.74641,                0.75717,                0.39812,                 1.0242,             0.00013576,             0.00013576,             0.00013576
                    269,                 0.8566,                 0.5124,                 1.0686,                0.93278,                 0.9572,                0.97414,                0.74944,                0.74942,                0.40193,                 1.0191,              0.0001321,              0.0001321,              0.0001321
                    270,                0.87256,                0.52564,                 1.0845,                0.91797,                0.95485,                0.97112,                0.74741,                0.75477,                0.41226,                 1.0217,             0.00012843,             0.00012843,             0.00012843
                    271,                0.90098,                0.53415,                 1.0875,                0.93525,                0.94249,                0.97481,                0.75221,                0.74677,                0.40218,                 1.0176,             0.00012477,             0.00012477,             0.00012477
                    272,                0.87028,                0.53351,                 1.0758,                0.92916,                0.94578,                0.97551,                0.74954,                0.74915,                0.39856,                 1.0212,              0.0001211,              0.0001211,              0.0001211
                    273,                 0.8727,                0.52914,                 1.0763,                0.93505,                0.94848,                0.97499,                0.75174,                0.75169,                0.39853,                 1.0208,             0.00011743,             0.00011743,             0.00011743
                    274,                0.87778,                 0.5077,                 1.0775,                0.93202,                0.94958,                 0.9743,                0.75141,                0.74831,                0.39531,                 1.0187,             0.00011377,             0.00011377,             0.00011377
                    275,                0.87404,                0.51758,                 1.0818,                0.92704,                 0.9581,                0.97394,                0.75418,                0.74562,                0.39328,                 1.0178,              0.0001101,              0.0001101,              0.0001101
                    276,                0.87675,                0.51979,                 1.0831,                0.92655,                0.96075,                0.97589,                0.75675,                0.74335,                0.39099,                 1.0164,             0.00010643,             0.00010643,             0.00010643
                    277,                0.86968,                0.52907,                 1.0655,                0.93128,                0.94906,                0.97679,                0.75111,                0.75098,                0.39511,                 1.0208,             0.00010277,             0.00010277,             0.00010277
                    278,                0.85516,                0.50584,                 1.0759,                0.94131,                0.95048,                0.97694,                0.75182,                0.74503,                0.39266,                 1.0166,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    279,                0.85036,                0.49785,                  1.067,                0.92616,                0.95041,                0.97509,                0.75544,                0.75017,                0.39419,                 1.0201,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    280,                 0.8648,                0.50859,                 1.0722,                0.93268,                0.96195,                0.97588,                 0.7535,                0.75311,                0.39392,                 1.0185,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    281,                0.87463,                0.51307,                 1.0743,                0.94756,                0.95799,                0.97917,                0.75961,                0.74572,                0.39233,                 1.0169,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    282,                0.86959,                0.51074,                 1.0617,                0.94448,                0.96356,                0.97993,                0.76143,                0.74316,                 0.3897,                 1.0145,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    283,                0.87284,                0.50029,                 1.0649,                0.93822,                0.96915,                0.97913,                0.76303,                0.74164,                0.39189,                 1.0143,              8.077e-05,              8.077e-05,              8.077e-05
                    284,                0.84638,                0.49935,                 1.0663,                0.94131,                0.95953,                0.97703,                0.75617,                0.74719,                0.39351,                 1.0156,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    285,                0.87372,                0.51285,                 1.0681,                 0.9461,                0.95799,                0.97764,                0.75957,                0.73939,                 0.3874,                 1.0126,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    286,                0.85996,                0.50729,                 1.0642,                0.93607,                0.96499,                0.97678,                0.76026,                0.74002,                0.39085,                 1.0138,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    287,                0.83869,                0.49893,                 1.0554,                0.93374,                0.96599,                0.97635,                0.75978,                0.73734,                0.39209,                 1.0122,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    288,                0.86212,                0.51273,                 1.0754,                0.94916,                 0.9628,                0.97931,                0.76215,                0.73866,                 0.3887,                 1.0136,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    289,                0.87956,                0.51959,                 1.0687,                 0.9316,                0.97012,                0.97622,                0.75966,                0.74305,                0.39188,                 1.0137,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    290,                 0.8419,                0.48631,                  1.055,                0.93097,                0.96897,                0.97575,                0.75747,                0.74304,                0.39276,                 1.0146,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    291,                0.81091,                0.49194,                 1.0797,                0.93984,                0.95032,                0.97515,                0.75233,                0.75003,                0.39839,                 1.0171,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    292,                0.80011,                0.43735,                 1.0603,                0.95134,                0.94379,                0.97572,                0.75189,                0.74875,                0.39425,                 1.0161,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    293,                0.79125,                0.43885,                 1.0696,                0.95158,                 0.9329,                0.97503,                0.74791,                0.75144,                0.39677,                  1.017,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    294,                0.80904,                0.43705,                 1.0672,                0.93781,                0.94961,                0.97488,                0.74719,                0.75263,                0.39814,                 1.0179,              4.044e-05,              4.044e-05,              4.044e-05
                    295,                0.78804,                0.43507,                 1.0503,                0.94913,                0.94527,                0.97544,                0.75289,                 0.7479,                 0.3954,                 1.0154,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    296,                0.78983,                0.42482,                  1.049,                0.94617,                0.94472,                0.97514,                0.74984,                 0.7471,                0.39575,                 1.0153,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    297,                0.78388,                 0.4281,                 1.0374,                0.93645,                0.94533,                0.97447,                0.75203,                0.74721,                0.39519,                 1.0158,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    298,                0.76842,                0.42121,                 1.0383,                0.93381,                0.95521,                0.97389,                0.75117,                0.74439,                0.39355,                 1.0142,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    299,                 0.7752,                0.41993,                 1.0387,                 0.9398,                0.94806,                0.97487,                0.74916,                0.74403,                0.39264,                 1.0138,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    300,                0.78481,                0.43965,                  1.054,                0.94976,                0.94198,                 0.9754,                0.75273,                0.74002,                0.39026,                 1.0115,             1.8443e-05,             1.8443e-05,             1.8443e-05
